          ID   lat_alloc   lon_alloc  area_alloc     lat_ori     lon_ori loc_km_diff      ix      ix
         414      43.134     141.647     301.199      43.134     141.646       0.043   15586    4944
         415      43.184     141.745      32.140      43.184     141.744       0.093   15657    4908
         416      43.194     141.774       5.146      43.194     141.774       0.037   15678    4901
         417      43.009     141.309       3.923      43.009     141.309       0.003   15343    5034
         418      43.063     141.842       1.193      43.063     141.842       0.037   15727    4995
         419      43.001     141.310       3.420      43.001     141.311       0.058   15344    5040
         420      43.026     141.881      56.198      43.025     141.881       0.080   15755    5022
         421      42.981     141.333       6.241      42.982     141.333       0.088   15360    5054
         422      43.366     141.798      76.001      43.366     141.798       0.008   15695    4777
         423      43.548     142.144     129.405      43.548     142.144       0.022   15944    4646
         424      42.938     141.224       7.029      42.938     141.224       0.034   15282    5085
         425      43.709     141.926      76.876      43.709     141.926       0.024   15787    4530
         426      43.723     142.019       2.471      43.723     142.019       0.021   15854    4520
         427      43.709     141.822     124.607      43.709     141.822       0.038   15712    4530
         428      43.772     141.888      56.741      43.772     141.889       0.084   15760    4485
         429      43.787     141.910     165.442      43.787     141.912       0.130   15776    4474
         430      43.808     141.952      59.582      43.808     141.952       0.040   15806    4459
         431      43.806     142.034      62.792      43.807     142.034       0.083   15865    4460
         432      42.999     141.365      11.258      42.999     141.365       0.048   15383    5041
         433      42.985     141.306       1.747      42.986     141.306       0.068   15341    5051
         434      42.958     141.263      23.204      42.957     141.263       0.073   15310    5071
         435      42.959     141.692       1.048      42.962     141.684       0.758   15619    5070
         436      42.944     141.687      22.968      42.944     141.684       0.229   15615    5081
         437      42.890     141.569       7.500      42.889     141.569       0.068   15530    5120
         438      42.865     141.410      39.413      42.864     141.411       0.080   15416    5138
         439      42.866     141.160      40.492      42.866     141.160       0.035   15236    5137
         440      42.942     141.309       3.404      42.943     141.309       0.071   15343    5082
         441      42.960     141.312       7.330      42.961     141.312       0.066   15345    5069
         442      43.015     141.783       4.366      43.014     141.783       0.072   15684    5030
         443      43.031     141.385       6.978      43.032     141.386       0.096   15398    5018
         444      43.074     141.426      17.813      43.075     141.426       0.081   15427    4987
         445      43.753     141.959       7.641      43.754     141.960       0.098   15811    4498
