        ID       lat       lon        area    Type     ix1   iy1     ix2   iy2  elv_outlet   elv_gauge    elv_upst  dst_outlet    dst_upst
       971    38.567   141.013       397.3       1    1083   447    1079   445        8.45       11.05       12.63        4.81        3.36
       972    38.547   141.127       511.8       1    1089   448    1088   447        3.37        4.51        4.70        2.95        0.46
       973    38.540   141.202       584.7       1    1092   448    1091   449        0.47        0.47        0.84        0.00        3.09
       974    38.662   140.867       352.5       1    1072   441    1072   440       44.82       48.45       53.20        0.95        0.59
       975    38.787   141.090       555.1       1    1087   434    1085   434        6.32        7.48        8.28        3.93        0.86
       976    38.747   140.953       161.6       1    1077   436    1075   435       31.34       31.34       48.32        0.00       17.59
       977    38.690   141.197       826.6       1    1092   439    1092   438        1.82        1.82        2.20        1.41        0.46
       978    38.822   140.802        76.2       1    1069   431    1068   431      170.26      179.45      182.06        0.82        0.36
       979    38.744   141.024       235.6       1    1082   436    1081   436       13.51       14.91       16.83        1.05        0.72
       980    38.774   141.127       568.3       1    1087   434    1085   434        6.32        6.32        8.28        0.00       20.81
       981    38.731   141.162       571.0       1    1091   437    1087   434        3.05        5.31        6.32        2.64       28.14
       982    38.731   141.158       570.9       1    1091   437    1087   434        3.05        5.31        6.32        2.64       28.14
       983    38.745   141.153       570.4       1    1091   437    1087   434        3.05        5.31        6.32        4.15       15.25
       984    38.562   141.227       927.5       1    1094   447    1093   446        0.47        0.47        0.47        2.51        0.46
       985    38.748   141.322        91.9       1    1100   436    1100   435        5.60        6.03        7.17        0.59        0.59
       986    38.769   141.330        65.4       1    1100   434    1101   434       10.11       13.70       14.92        1.51        0.93
       987    38.833   141.188        73.7       1    1093   431    1091   430       13.68       18.36       19.56        2.27        0.73
       988    38.456   141.348        27.3       1    1101   454    1102   453        0.00        0.00        0.00        0.95        0.36
       989    38.516   141.159        53.3       1    1090   450    1089   449        2.38        2.40        2.65        1.31        2.04
       990    38.537   141.055        10.2       2    1084   448    1082   448        5.57        8.20        8.69        1.42        1.59
       991    38.601   141.020        45.0       1    1082   445    1081   444        9.35       12.08       12.47        2.89        0.36
       992    38.635   140.944         8.1       1    1077   442    1076   441       25.98       26.85       39.64        0.59        4.49
       993    38.577   141.042         5.4       2    1084   446    1082   446        7.59        9.04        9.41        2.04        0.36
       994    38.583   141.066         9.2       1    1084   445    1083   444        7.61        7.61       10.85        0.00        4.86
       995    38.581   141.066        58.7       1    1085   446    1083   445        6.85        7.73        7.83        1.90        0.59
       996    38.808   140.633         1.7       3    1058   432    -999  -999      303.74      333.88     -999.00        0.95     -999.00
       997    38.627   141.053         6.8       1    1084   443    1083   443        2.24        4.42        4.87        1.68        0.36
       998    38.641   141.098       115.4       1    1086   442    1084   441        1.31        1.31        2.21        0.36        4.29
       999    38.651   141.062        95.7       1    1084   441    1082   442        2.21        4.77        8.34        1.90        4.71
      1000    38.716   141.169       118.9       2    1092   439    1090   437        1.82        3.39        3.39        6.41        0.59
